time [s],long accel [g],lat accel [g],vector accel [g],vert accel [g],speed [mph],distance [ft],gear [-],position X [m],position Y [m],TPS [%],Steering Position [Deg],Oil Press [PSI],Brake [V],GPS altitude [m],GPS time [s],GPS alt acc [-],GPS vel raw [mph],GPS long [degs],GPS lat [degs]
50.66,-0.119030766,-9.76E-03,0.179859057,1.021974206,0.422037035,237.0922089,1,44.27678299,-24.30610466,-1.730337501,-1.147536039,13.38750076,13.36600018,86.08799744,66075.509,14.19999981,0.850035846,-117.729627,33.66643985
50.67,-0.126359314,-9.58E-03,0.175446764,1.020467639,0.460828096,237.0986938,1,44.27678299,-24.30711746,-1.662921548,-1.147536039,13.38750076,13.32900047,86.08799744,66075.519,14.19999981,0.850035846,-117.729627,33.66643985
50.68,-0.133068785,-9.42E-03,0.17368266,1.018883348,0.453346133,237.1053925,1,44.27678299,-24.30812836,-1.820224166,-1.147536039,13.38750076,13.34200001,86.08799744,66075.529,14.19999981,0.850035846,-117.729627,33.66643984
50.69,-0.13900052,-9.29E-03,0.176307917,1.017263412,0.420156926,237.1117859,1,44.27678299,-24.30914116,-1.662921548,-1.147536039,13.38750076,13.26000118,86.08799744,66075.539,14.19999981,0.850035846,-117.729627,33.66643983
50.7,-0.144027025,-9.19E-03,0.17088607,1.015647769,0.445237488,237.1181183,1,44.27678299,-24.31015396,-1.730337501,-1.147536039,13.27500153,13.34600067,86.08799744,66075.549,14.19999981,0.850035846,-117.729627,33.66643982
50.71,-0.148054615,-9.13E-03,0.175423473,1.01407373,0.404336125,237.1243591,1,44.27678299,-24.31116486,-1.730337501,-1.147536039,13.38750076,13.37699986,86.08799744,66075.559,14.19999981,0.850035846,-117.729627,33.66643981
50.72,-0.151024878,-9.11E-03,0.18083854,1.01257515,0.362577826,237.1299744,1,44.27678299,-24.31217766,-1.662921548,-1.639303684,13.38750076,13.30800056,86.09500122,66075.569,14.19999981,0.850035846,-117.729627,33.6664398
50.73,-0.152915001,-9.12E-03,0.17665495,1.011181235,0.394513637,237.1355438,1,44.27863693,-24.31217766,-1.662921548,-1.147536039,13.27500153,13.30500031,86.09500122,66075.579,14.19999981,0.693450332,-117.729627,33.6664398
50.74,-0.153737083,-9.17E-03,0.181178868,1.009916663,0.351170242,237.1410065,1,44.28049088,-24.31217766,-1.730337501,-1.147536039,13.38750076,13.37300014,86.09500122,66075.589,14.19999981,0.693450332,-117.729627,33.6664398
50.75,-0.153536275,-9.25E-03,0.185151041,1.008801341,0.340389371,237.1460876,1,44.282341,-24.31217766,-1.662921548,-1.147536039,13.27500153,13.24600029,86.09500122,66075.599,14.19999981,0.693450332,-117.7296269,33.6664398
50.76,-0.152387977,-9.37E-03,0.182434931,1.007849932,0.345889747,237.151123,1,44.28419495,-24.31217766,-1.50561738,-1.147536039,13.5,13.31799984,86.09500122,66075.609,14.19999981,0.693450332,-117.7296269,33.6664398
50.77,-0.150394171,-9.50E-03,0.191078708,1.00707221,0.315400004,237.1559601,1,44.28604889,-24.31217766,-1.573033571,-1.639303684,13.38750076,13.27400112,86.09500122,66075.619,14.19999981,0.693450332,-117.7296269,33.6664398
50.78,-0.147679046,-9.66E-03,0.183878005,1.006473064,0.35003525,237.1608429,1,44.28790283,-24.31217766,-1.50561738,-1.147536039,13.5,13.07500076,86.09500122,66075.629,14.19999981,0.693450332,-117.7296269,33.6664398
50.79,-0.144383967,-9.83E-03,0.177903503,1.006052852,0.382099777,237.1661987,1,44.28975677,-24.31217766,-1.50561738,-1.147536039,13.5,13.35300064,86.09500122,66075.639,14.19999981,0.693450332,-117.7296269,33.6664398
50.8,-0.140662208,-1.00E-02,0.184531048,1.005807877,0.353323817,237.1716003,1,44.2916069,-24.31217766,-1.730337501,-1.147536039,13.5,13.36999989,86.09500122,66075.649,14.19999981,0.693450332,-117.7296268,33.6664398
50.81,-0.136673316,-1.02E-02,0.181153849,1.005730867,0.37082091,237.1769104,1,44.29346085,-24.31217766,-1.662921548,-1.147536039,13.65000153,13.37699986,86.09500122,66075.659,14.19999981,0.693450332,-117.7296268,33.6664398
50.82,-0.132577613,-1.03E-02,0.179025978,1.005811334,0.371179819,237.1823578,1,44.29531479,-24.31217766,-1.662921548,-1.147536039,13.5,13.3220005,86.15399933,66075.669,14.19999981,0.693450332,-117.7296268,33.6664398
50.83,-0.128530771,-1.05E-02,0.18755801,1.006036282,0.350116044,237.1876373,1,44.29624176,-24.31440353,-1.662921548,-1.147536039,13.65000153,13.27000046,86.15399933,66075.679,14.19999981,0.648711562,-117.7296268,33.66643978
50.84,-0.124678783,-1.06E-02,0.180351496,1.006390452,0.40551725,237.1931915,1,44.29716873,-24.31662941,-1.730337501,-1.147536039,13.65000153,13.36999989,86.15399933,66075.689,14.19999981,0.648711562,-117.7296268,33.66643976
50.85,-0.121153407,-1.07E-02,0.175323546,1.006857395,0.425785244,237.1992798,1,44.29809189,-24.31885719,-1.662921548,-1.147536039,13.5,13.31799984,86.15399933,66075.699,14.19999981,0.648711562,-117.7296268,33.66643974
50.86,-0.118068293,-1.07E-02,0.178927332,1.007419109,0.41177687,237.2054291,1,44.29901886,-24.32108307,-1.662921548,-1.147536039,13.65000153,13.27400112,86.15399933,66075.709,14.19999981,0.648711562,-117.7296268,33.66643972
50.87,-0.11551585,-1.07E-02,0.170528248,1.008057356,0.450039953,237.2117462,1,44.29994583,-24.32330894,-1.662921548,-1.147536039,13.65000153,13.38700008,86.15399933,66075.719,14.19999981,0.648711562,-117.7296267,33.6664397
50.88,-0.113564931,-1.07E-02,0.170938715,1.008753061,0.440316141,237.2182617,1,44.3008728,-24.32553482,-1.662921548,-1.147536039,13.5,13.32499981,86.15399933,66075.729,14.19999981,0.648711562,-117.7296267,33.66643968
50.89,-0.11225947,-1.06E-02,0.173731074,1.009487629,0.416024923,237.2245483,1,44.30179977,-24.3277607,-1.662921548,-1.147536039,13.5,13.32499981,86.15399933,66075.739,14.19999981,0.648711562,-117.7296267,33.66643966
50.9,-0.111617945,-1.04E-02,0.168682083,1.010242343,0.45343107,237.2309265,1,44.30272293,-24.32998848,-1.662921548,-1.147536039,13.65000153,13.29800034,86.15399933,66075.749,14.19999981,0.648711562,-117.7296267,33.66643964
50.91,-0.111633845,-1.02E-02,0.175647318,1.010998964,0.422284573,237.2373657,1,44.3036499,-24.33221436,-1.662921548,-1.147536039,13.65000153,13.28100109,86.15399933,66075.759,14.19999981,0.648711562,-117.7296267,33.66643962
50.92,-0.112276889,-9.92E-03,0.174724773,1.01173985,0.411703855,237.2434692,1,44.30457687,-24.33444023,-1.573033571,-1.147536039,13.65000153,13.13000107,86.18299866,66075.769,14.19900036,0.648711562,-117.7296267,33.6664396
50.93,-0.113495141,-9.62E-03,0.171226352,1.012448072,0.412262946,237.2495117,1,44.30354691,-24.3356781,-1.191010714,-1.147536039,13.76250076,13.24300098,86.18299866,66075.779,14.19900036,0.156585544,-117.7296267,33.66643959
50.94,-0.115217708,-9.30E-03,0.17705369,1.013107657,0.373692214,237.2552795,1,44.30251694,-24.33691406,-1.662921548,-1.147536039,13.76250076,13.39700031,86.18299866,66075.789,14.19900036,0.156585544,-117.7296267,33.66643958
50.95,-0.117358096,-8.95E-03,0.174065664,1.013703108,0.397675782,237.2609253,1,44.30149078,-24.33815193,-1.50561738,-1.147536039,13.76250076,13.02700043,86.18299866,66075.799,14.19900036,0.156585544,-117.7296267,33.66643957
50.96,-0.11981795,-8.59E-03,0.171474621,1.014220476,0.40623498,237.2668152,1,44.30046082,-24.33938789,-1.662921548,-1.147536039,13.76250076,13.34600067,86.18299866,66075.809,14.19900036,0.156585544,-117.7296267,33.66643956
50.97,-0.122491129,-8.23E-03,0.176809713,1.014646649,0.371091872,237.2725372,1,44.29943085,-24.34062576,-1.730337501,-1.639303684,13.76250076,13.41100025,86.18299866,66075.819,14.19900036,0.156585544,-117.7296268,33.66643954
50.98,-0.125267848,-7.89E-03,0.173676908,1.014970064,0.382221818,237.2780609,1,44.29840088,-24.34186172,-1.662921548,-1.147536039,13.76250076,13.35599995,86.18299866,66075.829,14.19900036,0.156585544,-117.7296268,33.66643953
50.99,-0.128038883,-7.58E-03,0.173645988,1.015180588,0.362503052,237.2835083,1,44.29737473,-24.34309959,-1.662921548,-1.147536039,13.65000153,13.34899998,86.18299866,66075.839,14.19900036,0.156585544,-117.7296268,33.66643952
51,-0.13069956,-7.32E-03,0.182643995,1.015270114,0.331644475,237.2885895,1,44.29634476,-24.34433556,-1.662921548,-1.639303684,13.76250076,13.25000095,86.18299866,66075.849,14.19900036,0.156585544,-117.7296268,33.66643951
51.01,-0.133153468,-7.11E-03,0.179812118,1.015232444,0.370195478,237.2937469,1,44.29531479,-24.34557343,-1.662921548,-1.147536039,13.76250076,13.29100037,86.22200012,66075.859,14.19900036,0.156585544,-117.7296268,33.6664395
51.02,-0.135315686,-6.98E-03,0.177479118,1.015063643,0.366757959,237.2991486,1,44.29531479,-24.34557343,-1.730337501,-1.147536039,13.76250076,13.36600018,86.22200012,66075.869,14.19900036,0.201324269,-117.7296268,33.6664395
51.03,-0.137115583,-6.92E-03,0.181697771,1.014762759,0.351820201,237.3044128,1,44.29531479,-24.34557343,-1.730337501,-1.147536039,13.76250076,13.39400005,86.22200012,66075.879,14.19900036,0.201324269,-117.7296268,33.6664395
51.04,-0.138498902,-6.96E-03,0.174536407,1.01433146,0.393438399,237.3098907,1,44.29531479,-24.34557343,-1.662921548,-1.147536039,13.76250076,13.2840004,86.22200012,66075.889,14.19900036,0.201324269,-117.7296268,33.6664395
51.05,-0.139429227,-7.09E-03,0.176070362,1.013774872,0.37421611,237.315506,1,44.29531479,-24.34557343,-1.662921548,-1.639303684,13.76250076,13.39700031,86.22200012,66075.899,14.19900036,0.201324269,-117.7296268,33.6664395
51.06,-0.139888704,-7.33E-03,0.17812793,1.013101339,0.353280008,237.3208618,1,44.29531479,-24.34557343,-1.730337501,-1.147536039,13.76250076,13.35599995,86.22200012,66075.909,14.19900036,0.201324269,-117.7296268,33.6664395
51.07,-0.139878064,-7.66E-03,0.17232427,1.012323022,0.388899863,237.3262939,1,44.29531479,-24.34557343,-1.662921548,-1.147536039,13.76250076,13.27000046,86.22200012,66075.919,14.19900036,0.201324269,-117.7296268,33.6664395
51.08,-0.139416024,-8.10E-03,0.181135267,1.011455655,0.361965388,237.3318176,1,44.29531479,-24.34557343,-1.662921548,-1.147536039,13.76250076,13.28800106,86.22200012,66075.929,14.19900036,0.201324269,-117.7296268,33.6664395
51.09,-0.138537899,-8.64E-03,0.179734781,1.010518432,0.36930725,237.3371582,1,44.29531479,-24.34557343,-1.573033571,-1.147536039,13.76250076,13.15700054,86.22200012,66075.939,14.19900036,0.201324269,-117.7296268,33.6664395
51.1,-0.137293741,-9.27E-03,0.176225811,1.009534121,0.369793862,237.3425903,1,44.29531479,-24.34557343,-1.191010714,-1.147536039,13.76250076,13.26700115,86.22200012,66075.949,14.19900036,0.201324269,-117.7296268,33.6664395
51.11,-0.135745957,-9.97E-03,0.182339013,1.00852859,0.343716294,237.3478241,1,44.29531479,-24.34557343,-1.662921548,-1.147536039,13.76250076,13.34600067,86.36799622,66075.959,14.19900036,0.201324269,-117.7296268,33.6664395
51.12,-0.133966491,-1.07E-02,0.177366123,1.007530332,0.381906867,237.3531342,1,44.29447174,-24.34860992,-1.4382025,-1.147536039,13.76250076,13.10300064,86.36799622,66075.969,14.19900036,0.671080947,-117.7296268,33.66643947
51.13,-0.13203384,-1.16E-02,0.173214674,1.006569982,0.390678078,237.3587952,1,44.29362869,-24.35164452,-1.730337501,-1.147536039,13.76250076,13.35300064,86.36799622,66075.979,14.19900036,0.671080947,-117.7296268,33.66643945
51.14,-0.130029708,-1.24E-02,0.17957066,1.005679607,0.355746984,237.3642731,1,44.29278946,-24.35468102,-1.730337501,-1.147536039,13.76250076,13.35900021,86.36799622,66075.989,14.19900036,0.671080947,-117.7296268,33.66643942
51.15,-0.128035903,-1.33E-02,0.175320923,1.004891634,0.375658005,237.3696594,1,44.29194641,-24.35771751,-1.730337501,-1.147536039,13.875,13.38300037,86.36799622,66075.999,14.19900036,0.671080947,-117.7296268,33.66643939
51.16,-0.126131013,-1.42E-02,0.174673349,1.004238129,0.351866722,237.3749847,1,44.29110336,-24.36075401,-1.662921548,-1.147536039,13.76250076,13.22600079,86.36799622,66076.009,14.19900036,0.671080947,-117.7296268,33.66643936
51.17,-0.124387577,-1.51E-02,0.182157233,1.00374949,0.311794192,237.3798523,1,44.29026031,-24.3637886,-1.662921548,-1.147536039,13.76250076,13.34200001,86.36799622,66076.019,14.19900036,0.671080947,-117.7296269,33.66643934
51.18,-0.12286932,-1.59E-02,0.179117531,1.003453851,0.345415771,237.3846588,1,44.28941727,-24.3668251,-1.820224166,-1.147536039,13.875,13.40400028,86.36799622,66076.029,14.19900036,0.671080947,-117.7296269,33.66643931
51.19,-0.12162894,-1.67E-02,0.176204428,1.003375292,0.331050456,237.3896179,1,44.28857422,-24.3698616,-1.730337501,-1.147536039,13.76250076,13.40400028,86.36799622,66076.039,14.19900036,0.671080947,-117.7296269,33.66643928
51.2,-0.120706312,-1.73E-02,0.181185141,1.003533483,0.310686797,237.3943481,1,44.28773499,-24.3728981,-1.730337501,-1.147536039,13.875,13.35599995,86.36799622,66076.049,14.19900036,0.671080947,-117.7296269,33.66643925
51.21,-0.120127216,-1.80E-02,0.174743623,1.003942013,0.345165253,237.3991241,1,44.28689194,-24.37593269,-1.662921548,-1.147536039,13.875,13.33500004,86.36799622,66076.059,14.19900036,0.671080947,-117.7296269,33.66643923
51.22,-0.119902626,-1.85E-02,0.180184856,1.004608274,0.312804878,237.4039764,1,44.28604889,-24.37896919,-1.662921548,-1.147536039,13.76250076,13.36600018,86.34600067,66076.069,14.19900036,0.671080947,-117.7296269,33.6664392
51.23,-0.12002863,-1.88E-02,0.184285522,1.005532146,0.28558594,237.4083405,1,44.28604889,-24.38119507,-1.662921548,-1.147536039,13.76250076,13.23600101,86.34600067,66076.079,14.19900036,0.290801734,-117.7296269,33.66643918
51.24,-0.120486803,-1.91E-02,0.180360273,1.006705403,0.31799534,237.4127655,1,44.28604889,-24.38342094,-1.573033571,-1.147536039,13.76250076,13.26400089,86.34600067,66076.089,14.19900036,0.290801734,-117.7296269,33.66643916
51.25,-0.121245243,-1.92E-02,0.184622169,1.008112073,0.286993504,237.4172211,1,44.28604889,-24.38564873,-1.662921548,-1.147536039,13.76250076,13.2840004,86.34600067,66076.099,14.19900036,0.290801734,-117.7296269,33.66643914
51.26,-0.122260004,-1.93E-02,0.184857264,1.009727955,0.292838722,237.4214783,1,44.28604889,-24.3878746,-1.573033571,-1.147536039,13.76250076,13.26700115,86.34600067,66076.109,14.19900036,0.290801734,-117.7296269,33.66643912
51.27,-0.123477012,-1.92E-02,0.179561302,1.011520863,0.291828722,237.4257507,1,44.28604889,-24.39010048,-1.50561738,-1.147536039,13.875,13.33200073,86.34600067,66076.119,14.19900036,0.290801734,-117.7296269,33.6664391
51.28,-0.124834292,-0.018948445,0.18824704,1.013451219,0.265111417,237.4298401,1,44.28604889,-24.39232635,-1.662921548,-1.147536039,13.875,13.34600067,86.34600067,66076.129,14.19900036,0.290801734,-117.7296269,33.66643908
51.29,-0.126264453,-0.018624559,0.18157959,1.015473008,0.306946814,237.4340363,1,44.28604889,-24.39455223,-1.662921548,-1.147536039,13.875,13.22600079,86.34600067,66076.139,14.19900036,0.290801734,-117.7296269,33.66643906
51.3,-0.127697363,-1.82E-02,0.176006049,1.017534733,0.333357871,237.438736,1,44.28604889,-24.39678001,-1.280898452,-1.147536039,13.76250076,13.25300026,86.34600067,66076.149,14.19900036,0.290801734,-117.7296269,33.66643904
51.31,-0.129062861,-1.77E-02,0.183077633,1.019580722,0.305783689,237.4434204,1,44.28604889,-24.39900589,-1.662921548,-1.147536039,13.76250076,13.21900082,86.34600067,66076.159,14.19900036,0.290801734,-117.7296269,33.66643902
51.32,-0.130293429,-1.71E-02,0.179810718,1.02155304,0.333908528,237.4481201,1,44.28604889,-24.40123177,-1.50561738,-1.147536039,13.76250076,13.0340004,86.35199738,66076.169,14.19900036,0.290801734,-117.7296269,33.666439
51.33,-0.131326705,-0.016538868,0.175612584,1.023392439,0.320901781,237.4529114,1,44.28604889,-24.40345764,-1.730337501,-1.147536039,13.76250076,13.39400005,86.35199738,66076.179,14.19900036,0.402648538,-117.7296269,33.66643898
51.34,-0.132107794,-1.59E-02,0.18476285,1.025041342,0.284861028,237.4573517,1,44.28604889,-24.40568542,-1.730337501,-1.639303684,13.76250076,13.36600018,86.35199738,66076.189,14.19900036,0.402648538,-117.7296269,33.66643896
51.35,-0.132591277,-1.53E-02,0.180029318,1.026444554,0.330226541,237.461853,1,44.28604889,-24.4079113,-1.730337501,-1.147536039,13.65000153,13.39400005,86.35199738,66076.199,14.19900036,0.402648538,-117.7296269,33.66643894
51.36,-0.132742837,-1.46E-02,0.175002247,1.027552247,0.333603531,237.4667206,1,44.28604889,-24.41013718,-1.730337501,-1.147536039,13.65000153,13.32499981,86.35199738,66076.209,14.19900036,0.402648538,-117.7296269,33.66643892
51.37,-0.13254039,-1.40E-02,0.182160571,1.028321028,0.307845652,237.4714355,1,44.28604889,-24.41236496,-1.730337501,-1.147536039,13.76250076,13.28100109,86.35199738,66076.219,14.19900036,0.402648538,-117.7296269,33.6664389
51.38,-0.131974921,-1.35E-02,0.175370306,1.028715849,0.346355885,237.4762268,1,44.28604889,-24.41459084,-1.730337501,-1.147536039,13.76250076,13.36999989,86.35199738,66076.229,14.19900036,0.402648538,-117.7296269,33.66643888
51.39,-0.131050631,-1.30E-02,0.175456658,1.028711796,0.314599663,237.4810638,1,44.28604889,-24.41681671,-1.662921548,-1.147536039,13.65000153,13.34200001,86.35199738,66076.239,14.19900036,0.402648538,-117.7296269,33.66643886
51.4,-0.129784748,-1.25E-02,0.180748492,1.028294921,0.281129628,237.4854431,1,44.28604889,-24.41904259,-1.662921548,-1.147536039,13.76250076,13.32900047,86.35199738,66076.249,14.19900036,0.402648538,-117.7296269,33.66643884
51.41,-0.128206879,-1.22E-02,0.173892006,1.027463555,0.321353704,237.4898682,1,44.28604889,-24.42127037,-1.730337501,-1.147536039,13.76250076,13.32499981,86.35199738,66076.259,14.19900036,0.402648538,-117.7296269,33.66643882
51.42,-0.126357809,-1.19E-02,0.174247086,1.026228309,0.309306383,237.4944916,1,44.28604889,-24.42349625,-1.730337501,-1.147536039,13.76250076,13.36999989,86.32299805,66076.269,14.19900036,0.402648538,-117.7296269,33.6664388
51.43,-0.124288037,-1.18E-02,0.180787534,1.024612784,0.305828124,237.4990082,1,44.28512192,-24.42461014,-1.662921548,-1.147536039,13.65000153,13.36999989,86.32299805,66076.279,14.19900036,0.402648538,-117.7296269,33.66643879
51.44,-0.122055963,-1.17E-02,0.175629914,1.022652864,0.315203518,237.5035553,1,44.28419495,-24.42572212,-1.662921548,-1.147536039,13.65000153,13.34200001,86.32299805,66076.289,14.19900036,0.447387278,-117.7296269,33.66643878
51.45,-0.119725779,-1.17E-02,0.177378699,1.020396471,0.279118568,237.5079041,1,44.28326797,-24.42683601,-1.662921548,-1.147536039,13.76250076,13.3220005,86.32299805,66076.299,14.19900036,0.447387278,-117.7296269,33.66643877
51.46,-0.117365241,-1.18E-02,0.180166528,1.017902017,0.311586291,237.5122375,1,44.282341,-24.427948,-1.662921548,-0.491767645,13.76250076,13.21900082,86.32299805,66076.309,14.19900036,0.447387278,-117.7296269,33.66643876
51.47,-0.115043335,-1.20E-02,0.171291828,1.015237093,0.342340201,237.5170441,1,44.28141785,-24.42906189,-1.662921548,-1.147536039,13.76250076,13.33500004,86.32299805,66076.319,14.19900036,0.447387278,-117.7296269,33.66643875
51.48,-0.112827905,-1.22E-02,0.173206955,1.012476802,0.30197072,237.5217743,1,44.28049088,-24.43017578,-1.730337501,-1.147536039,13.76250076,13.32900047,86.32299805,66076.329,14.19900036,0.447387278,-117.729627,33.66643874
51.49,-0.110783406,-1.25E-02,0.179612368,1.009701252,0.311301917,237.5262604,1,44.2795639,-24.43128777,-1.730337501,-1.147536039,13.76250076,13.34200001,86.32299805,66076.339,14.19900036,0.447387278,-117.729627,33.66643873
51.5,-0.108968772,-1.29E-02,0.17327401,1.006993294,0.322346956,237.5309143,1,44.27863693,-24.43240166,-1.730337501,-1.147536039,13.76250076,13.31799984,86.32299805,66076.349,14.19900036,0.447387278,-117.729627,33.66643872
51.51,-0.107435539,-1.32E-02,0.172750294,1.004436493,0.274265289,237.5352783,1,44.27770996,-24.43351364,-1.730337501,-1.147536039,13.76250076,13.34200001,86.32299805,66076.359,14.19900036,0.447387278,-117.729627,33.66643871
51.52,-0.106226198,-1.36E-02,0.173633888,1.002111435,0.323014289,237.5396576,1,44.27678299,-24.43462753,-1.730337501,-1.147536039,13.65000153,13.35300064,86.32900238,66076.369,14.19799995,0.447387278,-117.729627,33.6664387
51.53,-0.105372973,-1.40E-02,0.166190118,1.000094056,0.356338888,237.5446472,1,44.27781296,-24.4358654,-1.730337501,-1.147536039,13.65000153,13.34200001,86.32900238,66076.379,14.19799995,0.447387278,-117.729627,33.66643869
51.54,-0.104896873,-1.44E-02,0.164905861,0.998452842,0.312541783,237.5495605,1,44.27884293,-24.43710136,-1.730337501,-1.147536039,13.65000153,13.3220005,86.32900238,66076.389,14.19799995,0.246062994,-117.729627,33.66643868
51.55,-0.104807191,-1.47E-02,0.169165611,0.997246087,0.325617462,237.5542297,1,44.27987289,-24.43833923,-1.730337501,-1.147536039,13.5,13.29100037,86.32900238,66076.399,14.19799995,0.246062994,-117.729627,33.66643867
51.56,-0.105101384,-1.50E-02,0.164296404,0.99652046,0.33012408,237.5590515,1,44.28090286,-24.4395752,-1.662921548,-1.147536039,13.65000153,13.38000011,86.32900238,66076.409,14.19799995,0.246062994,-117.729627,33.66643866
51.57,-0.105765395,-1.52E-02,0.16216965,0.996308744,0.283216208,237.5635376,1,44.28192902,-24.44081306,-1.730337501,-1.147536039,13.38750076,13.37300014,86.32900238,66076.419,14.19799995,0.246062994,-117.7296269,33.66643864
51.58,-0.106774248,-1.53E-02,0.163330436,0.996628702,0.321999192,237.5679626,1,44.28295898,-24.44204903,-1.662921548,-1.147536039,13.38750076,13.29800034,86.32900238,66076.429,14.19799995,0.246062994,-117.7296269,33.66643863
51.59,-0.10809312,-1.54E-02,0.166903526,0.997482181,0.366780519,237.5730286,1,44.28398895,-24.4432869,-1.730337501,-1.147536039,13.38750076,13.34600067,86.32900238,66076.439,14.19799995,0.246062994,-117.7296269,33.66643862
51.6,-0.109678604,-1.55E-02,0.163081214,0.998854816,0.322443366,237.5780945,1,44.28501892,-24.44452286,-1.730337501,-1.147536039,13.38750076,13.31799984,86.32900238,66076.449,14.19799995,0.246062994,-117.7296269,33.66643861
51.61,-0.111480281,-1.55E-02,0.161586747,1.000715852,0.374936879,237.5831909,1,44.28604889,-24.44576073,-1.730337501,-1.147536039,13.38750076,13.31500053,86.36699677,66076.459,14.19799995,0.246062994,-117.7296269,33.6664386
51.62,-0.113442466,-1.54E-02,0.160068735,1.003019214,0.388012558,237.5887909,1,44.28773499,-24.44677353,-1.730337501,-1.147536039,13.38750076,13.3220005,86.36699677,66076.469,14.19799995,0.469756633,-117.7296269,33.66643859
51.63,-0.11550606,-1.52E-02,0.161274105,1.005704403,0.356811404,237.5942383,1,44.28941727,-24.44778442,-1.730337501,-1.639303684,13.27500153,13.33500004,86.36699677,66076.479,14.19799995,0.469756633,-117.7296269,33.66643858
51.64,-0.117610522,-1.50E-02,0.160894811,1.008698106,0.386450738,237.5997009,1,44.29110336,-24.44879723,-1.662921548,-1.147536039,13.125,13.30800056,86.36699677,66076.489,14.19799995,0.469756633,-117.7296268,33.66643857
51.65,-0.119695716,-1.48E-02,0.158326969,1.011916518,0.37838608,237.6053162,1,44.29278564,-24.44980812,-1.730337501,-1.147536039,13.125,13.39700031,86.36699677,66076.499,14.19799995,0.469756633,-117.7296268,33.66643856
51.66,-0.121703833,-1.45E-02,0.156968608,1.015267372,0.332617491,237.6105194,1,44.29447174,-24.45082092,-1.730337501,-1.147536039,13.27500153,13.33200073,86.36699677,66076.509,14.19799995,0.469756633,-117.7296268,33.66643855
51.67,-0.123581059,-1.42E-02,0.156408221,1.018653035,0.374253541,237.6157074,1,44.29615402,-24.45183182,-1.820224166,-1.147536039,13.125,13.34899998,86.36699677,66076.519,14.19799995,0.469756633,-117.7296268,33.66643855
51.68,-0.125279099,-1.39E-02,0.15760757,1.021973491,0.408177406,237.6214447,1,44.29784012,-24.45284462,-1.730337501,-1.147536039,13.125,13.34899998,86.36699677,66076.529,14.19799995,0.469756633,-117.7296268,33.66643854
51.69,-0.126756474,-1.36E-02,0.156960011,1.025128841,0.371834785,237.6271667,1,44.2995224,-24.45385551,-1.573033571,-1.147536039,13.01250076,13.29100037,86.36699677,66076.539,14.19799995,0.469756633,-117.7296268,33.66643853
